parcel_number,address,tokens,tags,
561-0012-0475-00,575 G7 HERITAGE SQUARE,575|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0447-00,576 G1 HERITAGE SQUARE,576|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0476-00,577 G8 HERITAGE SQUARE,577|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0449-00,578 G3 HERITAGE SQUARE,578|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0450-00,580 G4 HERITAGE SQUARE,580|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0451-00,582 G5 HERITAGE SQUARE,582|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0452-00,584 G6 HERITAGE SQUARE,584|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0473-00,585 G5 HERITAGE SQUARE,585|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
231-0001-0132-00,5850 5854 PAMELEEN CT,5850|5854|PAMELEEN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0454-00,586 G8 HERITAGE SQUARE,586|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0472-00,587 G4 HERITAGE SQUARE,587|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0453-00,588 G7 HERITAGE SQUARE,588|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
233-0004-0154-00,5916 5918 HAMILTON AVE,5916|5918|HAMILTON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0469-00,595 G1 HERITAGE SQUARE,595|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0433-00,596 G3 HERITAGE SQUARE,596|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0470-00,597 G2 HERITAGE SQUARE,597|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0431-00,598 G1 HERITAGE SQUARE,598|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0471-00,599 G3 HERITAGE SQUARE,599|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0432-00,602 G2 HERITAGE SQUARE,602|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
125-0001-0056-00,6026 6028 RIDGE AVE,6026|6028|RIDGE|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0434-00,604 G4 HERITAGE SQUARE,604|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0435-00,606 G5 HERITAGE SQUARE,606|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0437-00,608 G7 HERITAGE SQUARE,608|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
037-0001-0339-00,6105 6107 BRAMBLE AVE,6105|6107|BRAMBLE|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
001-0002-0087-00,6115 6126 PLYMOUTH AVE,6115|6126|PLYMOUTH|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0438-00,612 G8 HERITAGE SQUARE,612|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0436-00,614 G6 HERITAGE SQUARE,614|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0296-00,618 G3 HERITAGE SQUARE,618|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0294-00,620 G1 HERITAGE SQUARE,620|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0220-0986-00,6221 220 EAGLES LAKE CT,6221|220|EAGLES|LAKE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
528-0002-0286-00,6223 6225 WIEHE RD,6223|6225|WIEHE|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0295-00,624 G2 HERITAGE SQUARE,624|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0297-00,626 G4 HERITAGE SQUARE,626|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0337-00,627 G6 HERITAGE SQUARE,627|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0298-00,628 G5 HERITAGE SQUARE,628|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0338-00,629 G7 HERITAGE SQUARE,629|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0300-00,630 G7 HERITAGE SQUARE,630|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0339-00,631 G8 HERITAGE SQUARE,631|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0301-00,634 G8 HERITAGE SQUARE,634|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
002-0002-0131-90,6347 6349 BEECHMONT AVE,6347|6349|BEECHMONT|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0299-00,636 G6 HERITAGE SQUARE,636|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0132-0381-00,6361 6367 GLENWAY AVE,6361|6367|GLENWAY|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0336-00,639 G5 HERITAGE SQUARE,639|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0278-00,640 G3 HERITAGE SQUARE,640|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0335-00,641 G4 HERITAGE SQUARE,641|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0120-0113-00,6410 6436 GLENWAY AVE,6410|6436|GLENWAY|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0276-00,642 G1 HERITAGE SQUARE,642|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
246-0004-0079-00,6435 6437 CARY AVE,6435|6437|CARY|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
129-0001-0079-00,6456 6458 MCHUGH PL,6456|6458|MCHUGH|PL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0277-00,646 G2 HERITAGE SQ,646|G2|HERITAGE|SQ|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0279-00,648 G4 HERITAGE SQ,648|G4|HERITAGE|SQ|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0332-00,649 G1 HERITAGE SQUARE,649|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0280-00,650 G5 HERITAGE SQUARE,650|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0333-00,651 G2 HERITAGE SQUARE,651|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0282-00,652 G7 HERITAGE SQUARE,652|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0334-00,653 G3 HERITAGE SQUARE,653|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0281-00,658 G6 HERITAGE SQUARE,658|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0220-0567-00,6580 1T HEARNE RD,6580|1T|HEARNE|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0005-0350-00,680 C NORTHLAND BV,680|C|NORTHLAND|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0500-00,680 G8 BRIDLE PATH,680|G8|BRIDLE|PATH|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0190-00,6860 3D INDIAN HILL PL,6860|3D|INDIAN|HILL|PL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0189-00,6870 3C INDIAN HILL PL,6870|3C|INDIAN|HILL|PL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0282-00,6992 FORT SCOTT BV,6992|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0062-00,7000 FORT SCOTT BV,7000|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0063-00,7006 FORT SCOTT BV,7006|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0064-00,7012 FORT SCOTT BV,7012|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0065-00,7018 FORT SCOTT BV,7018|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0066-00,7024 FORT SCOTT BV,7024|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0072-00,7025 FORT SCOTT BV,7025|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0093-00,7029 FORT SCOTT BV,7029|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0067-00,7030 FORT SCOTT BV,7030|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0068-00,7036 FORT SCOTT BV,7036|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0069-00,7042 FORT SCOTT BV,7042|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0070-00,7048 FORT SCOTT BV,7048|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0071-00,7054 FORT SCOTT BV,7054|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0092-00,7055 FORT SCOTT BV,7055|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0091-00,7061 FORT SCOTT BV,7061|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0094-00,7064 FORT SCOTT BV,7064|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0090-00,7067 FORT SCOTT BV,7067|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0078-00,7072 FORT SCOTT BV,7072|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0089-00,7073 FORT SCOTT BV,7073|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0077-00,7076 FORT SCOTT BV,7076|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0088-00,7079 FORT SCOTT BV,7079|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0076-00,7080 FORT SCOTT BV,7080|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0087-00,7085 FORT SCOTT BV,7085|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0079-00,7101 FORT SCOTT BV,7101|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0075-00,7102 FORT SCOTT BV,7102|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0139-00,7106 FORT SCOTT BV,7106|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0173-00,7109 FORT SCOTT BV,7109|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0140-00,7110 FORT SCOTT BV,7110|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0172-00,7113 FORT SCOTT BV,7113|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0171-00,7117 FORT SCOTT BV,7117|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0170-00,7127 FORT SCOTT BV,7127|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0151-00,7132 FORT SCOTT BV,7132|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0152-00,7138 FORT SCOTT BV,7138|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0169-00,7139 FORT SCOTT BV,7139|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0153-00,7144 FORT SCOTT BV,7144|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0154-00,7150 FORT SCOTT BV,7150|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0168-00,7151 FORT SCOTT BV,7151|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0167-00,7157 FORT SCOTT BV,7157|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0155-00,7158 FORT SCOTT BV,7158|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0166-00,7163 FORT SCOTT BV,7163|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0156-00,7164 FORT SCOTT BV,7164|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0165-00,7169 FORT SCOTT BV,7169|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0157-00,7170 FORT SCOTT BV,7170|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0164-00,7175 FORT SCOTT BV,7175|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0158-00,7180 FORT SCOTT BV,7180|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0163-00,7181 FORT SCOTT BV,7181|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0162-00,7187 FORT SCOTT BV,7187|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0161-00,7193 FORT SCOTT BV,7193|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0776-00,720 G6 SOUTHMEADOW CR,720|G6|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0101-0106-00,7210 POST & RAIL LN,7210|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
501-0009-0637-00,7265 G-2 ENGLISH DR,7265|G-2|ENGLISH|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0059-00,7270 POST & RAIL LN,7270|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0055-00,7285 POST & RAIL LN,7285|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0058-00,7290 POST & RAIL LN,7290|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0771-00,730 G1 SOUTHMEADOW CR,730|G1|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0056-00,7305 POST & RAIL LN,7305|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0057-00,7325 POST & RAIL LN,7325|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0065-00,7330 POST & RAIL LN,7330|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0440-0387-00,7337 7407 COUNTRY VILLAGE DR,7337|7407|COUNTRY|VILLAGE|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0067-00,7345 POST & RAIL LN,7345|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
629-0221-0066-00,7350 POST & RAIL LN,7350|POST|&|RAIL|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0111-0210-00,7447 1 MUCHMORE CLOSE,7447|1|MUCHMORE|CLOSE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0111-0212-00,7490 20 MUCHMORE CLOSE,7490|20|MUCHMORE|CLOSE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0175-00,7491 FORT SCOTT BV,7491|FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
117-0008-0001-00,7505 7511 READING RD,7505|7511|READING|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0111-0200-00,7507 30 MUCHMORE CLOSE,7507|30|MUCHMORE|CLOSE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0684-00,760 G6 SOUTHMEADOW CR,760|G6|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0204-0093-00,7655 1-2 FIVE MILE RD,7655|1-2|FIVE|MILE|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0204-0125-00,7655 2-2 FIVE MILE RD,7655|2-2|FIVE|MILE|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0112-0005-00,7664 7668 WOOSTER PK,7664|7668|WOOSTER|PK|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0679-00,770 G1 SOUTHMEADOW CR,770|G1|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
600-0211-0649-00,7712 7714 MONTGOMERY RD,7712|7714|MONTGOMERY|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
117-0014-0210-00,7743 7751 READING RD,7743|7751|READING|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0374-00,7743 G2 FANCYCAB CT,7743|G2|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0375-00,7745 G3 FANCYCAB CT,7745|G3|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0376-00,7747 G4 FANCYCAB CT,7747|G4|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0377-00,7749 G5 FANCYCAB CT,7749|G5|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0390-00,7760 G6 FANCYCAB CT,7760|G6|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0426-00,7761 G1 FANCYCAB CT,7761|G1|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0389-00,7762 G5 FANCYCAB CT,7762|G5|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0427-00,7763 G2 FANCYCAB CT,7763|G2|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0388-00,7764 G4 FANCYCAB CT,7764|G4|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0428-00,7765 G3 FANCYCAB CT,7765|G3|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0429-00,7767 G4 FANCYCAB CT,7767|G4|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0386-00,7768 G2 FANCYCAB CT,7768|G2|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0447-00,7780 G8 FANCYCAB CT,7780|G8|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0446-00,7782 G7 FANCYCAB CT,7782|G7|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0544-00,7783 G2 FANCYCAB CT,7783|G2|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0545-00,7785 G3 FANCYCAB CT,7785|G3|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0443-00,7788 G4 FANCYCAB CT,7788|G4|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0548-00,7791 G6 FANCYCAB CT,7791|G6|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0441-00,7792 G2 FANCYCAB CT,7792|G2|FANCYCAB|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0672-00,780 G4 SOUTHMEADOW CR,780|G4|SOUTHMEADOW|CR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0256-00,7820 G8 GAPSTOW BRIDGE,7820|G8|GAPSTOW|BRIDGE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0251-00,7830 G3 GAPSTOW BRIDGE,7830|G3|GAPSTOW|BRIDGE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0306-00,7840 G8 GAPSTOW BRIDGE,7840|G8|GAPSTOW|BRIDGE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0201-0339-00,7870 G3 GAPSTOW BRIDGE,7870|G3|GAPSTOW|BRIDGE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0519-00,7901 #G3 OAKBRIDGE WY,7901|#G3|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0518-00,7903 #G2 OAKBRIDGE WY,7903|#G2|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0517-00,7905 #G1 OAKBRIDGE WY,7905|#G1|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0520-00,7913 #G4 OAKBRIDGE WY,7913|#G4|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0521-00,7915 #G5 OAKBRIDGE WY,7915|#G5|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0524-00,7925 #G8 OAKBRIDGE WY,7925|#G8|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0523-00,7927 #G7 OAKBRIDGE WY,7927|#G7|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0522-00,7929 #G6 OAKBRIDGE WY,7929|#G6|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
593-0011-0110-00,7936 7996 ADAMS RD,7936|7996|ADAMS|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0499-00,7947 G5 OAKBRIDGE WY,7947|G5|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0500-00,7959 G6 OAKBRIDGE WY,7959|G6|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0233-00,7975 G3 OAKBRIDGE WY,7975|G3|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0232-00,7977 G2 OAKBRIDGE WY,7977|G2|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0231-00,7979 G1 OAKBRIDGE WY,7979|G1|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0234-00,7987 G4 OAKBRIDGE WY,7987|G4|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0235-00,7989 G5 OAKBRIDGE WY,7989|G5|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0238-00,7999 G8 OAKBRIDGE WY,7999|G8|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0237-00,8001 G7 OAKBRIDGE WY,8001|G7|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0236-00,8003 G6 OAKBRIDGE WY,8003|G6|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0211-00,8015 G2 OAKBRIDGE WY,8015|G2|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0210-00,8017 G2 OAKBRIDGE WY,8017|G2|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0209-00,8019 G1 OAKBRIDGE WY,8019|G1|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0212-00,8027 G4 OAKBRIDGE WY,8027|G4|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0213-00,8029 G5 OAKBRIDGE WY,8029|G5|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0216-00,8039 G8 OAKBRIDGE WY,8039|G8|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0324-0215-00,8041 G7 OAKBRIDGE WY,8041|G7|OAKBRIDGE|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
